web-scraper-order,web-scraper-start-url,title_link,title_link-href,pagintion,pagintion-href,date,add,add-href,title_text
"1543754435-822","https://timesofindia.indiatimes.com/topic/HIV/news","HIV+ orphans to perform in Mumbai this weekend to raise funds for bus
07 Feb 2018","https://timesofindia.indiatimes.com/city/mumbai/hiv-orphans-to-perform-in-mumbai-this-weekend-to-raise-funds-for-bus/articleshow/62813532.cms","16","https://timesofindia.indiatimes.com/topic/HIV/news/16","","","","HIV+ orphans to perform in Mumbai this weekend to raise funds for bus"
"1543755413-1431","https://timesofindia.indiatimes.com/topic/HIV/news","Most people with STDs in country are from Telangana and Andhra Pradesh
23 Jun 2018","https://timesofindia.indiatimes.com/city/hyderabad/most-people-with-sexually-transmitted-diseases-in-country-are-from-telangana-and-andhra-pradesh/articleshow/64706363.cms","11","https://timesofindia.indiatimes.com/topic/HIV/news/11","","Know more about Times Points","http://timesofindia.indiatimes.com/abouttimesrewards.cms",""
"1543753989-605","https://timesofindia.indiatimes.com/topic/HIV/news","NHRC notice to UP government over spread of HIV among prisoners in the jails
07 Mar 2018The National Human Rights Commission (NHRC) has taken suo motu cognizance of a media report that twenty-four prisoners have tested positive for HIV in the last four months at Gorakhpur District Jail in Uttar Pradesh. They include 21 undertrials and three convicts, including a woman.","https://timesofindia.indiatimes.com/city/lucknow/nhrc-notice-to-up-government-over-spread-of-hiv-among-prisoners-in-the-jails/articleshow/63204932.cms","18","https://timesofindia.indiatimes.com/topic/HIV/news/18","","","","NHRC notice to UP government over spread of HIV among prisoners in the jails"
"1543753607-339","https://timesofindia.indiatimes.com/topic/HIV/news","Message to schools: Join hands, fight HIV
29 Nov 2016The district administration will organize rallies and yakshagana performances about HIV awareness in schools to observe World Aids Day on December 1.This year's theme is Join hands to fight against HIV.","https://timesofindia.indiatimes.com/city/mangaluru/Message-to-schools-Join-hands-fight-HIV/articleshow/55681037.cms","20","https://timesofindia.indiatimes.com/topic/HIV/news/20","","","","Committee will meet CM Siddaramaiah  for re-notification of order"
"1543756002-1821","https://timesofindia.indiatimes.com/topic/HIV/news","Medical insurance may soon cover dental, infertility fixes
28 Aug 2018In what may mean more inclusive healthcare policies for patients, the Insurance and Regulatory Authority of India in a notification on Monday removed around 10 items, including procedures such as dental, stem cell, infertility and psychiatric treatment, from the list of “optional cover” for health insurance.","https://timesofindia.indiatimes.com/india/medical-insurance-may-soon-cover-dental-infertility-fixes/articleshow/65585927.cms","8","https://timesofindia.indiatimes.com/topic/HIV/news/8","","","","Raids in 7 cities, 5 activists arrested; more could be raided in coming days, say police"
"1543754435-824","https://timesofindia.indiatimes.com/topic/HIV/news","HIV+ orphans to perform in Mumbai this weekend to raise funds for bus
07 Feb 2018","https://timesofindia.indiatimes.com/city/mumbai/hiv-orphans-to-perform-in-mumbai-this-weekend-to-raise-funds-for-bus/articleshow/62813532.cms","16","https://timesofindia.indiatimes.com/topic/HIV/news/16","","","","Homoeopathic doctor, wife booked for selling newborn babies"
"1543755309-1272","https://timesofindia.indiatimes.com/topic/HIV/news","62% jump in HIV/AIDS deaths in city in one year: Health ministry
18 May 2018","https://timesofindia.indiatimes.com/city/mumbai/62-jump-in-hiv/aids-deaths-in-city-in-one-year-health-ministry/articleshow/64228473.cms","13","https://timesofindia.indiatimes.com/topic/HIV/news/13","","","","BMC nod for railways, power firms to cut trees ahead of monsoon"
"1543757267-2006","https://timesofindia.indiatimes.com/topic/HIV/news","8% of TB patients in Karnataka are HIV positive, third highest in India
06 Apr 2018The prevalence of HIV positivity among TB patients in Karnataka is the third highest in the country. According to the India Tuberculosis 2018 report released recently, 8% of the TB patients suffer from HIV infection and are aware of the condition.","https://timesofindia.indiatimes.com/city/bengaluru/8-of-tb-patients-in-ktaka-are-hiv-positive-third-highest-in-india/articleshow/63633669.cms","7","https://timesofindia.indiatimes.com/topic/HIV/news/7","","","","Karnataka high court allows rape survivor to terminate 22-week fetus"
"1543755447-1535","https://timesofindia.indiatimes.com/topic/HIV/news","HC asks sonography centres to install observer devices, CMO to track due dates of expectant moms
12 Jul 2018","https://timesofindia.indiatimes.com/city/dehradun/hc-asks-sonography-centres-to-install-observer-devices-cmo-to-track-due-dates-of-expectant-moms/articleshow/64952006.cms","11","https://timesofindia.indiatimes.com/topic/HIV/news/11","","","","Notices to three for spreading fake news on social media"
"1543753992-609","https://timesofindia.indiatimes.com/topic/HIV/news","Disease-specific insurance becomes popular in Hyderabad
14 Dec 2017","https://timesofindia.indiatimes.com/city/hyderabad/disease-specific-insurance-becomes-popular-in-hyderabad/articleshow/62064837.cms","18","https://timesofindia.indiatimes.com/topic/HIV/news/18","","","","Disease-specific insurance becomes popular in Hyderabad"
"1543753630-393","https://timesofindia.indiatimes.com/topic/HIV/news","Man found HIV positive, son sent to shelter home
22 Dec 2016A 6-year old child was sent to shelter home after his father aged 40, was found HIV positive on Wednesday. The father and son from West Bengal had recently come to Noida in search of a job.","https://timesofindia.indiatimes.com/city/noida/man-found-hiv-positive-son-sent-to-shelter-home/articleshow/56125758.cms","20","https://timesofindia.indiatimes.com/topic/HIV/news/20","","Know more about Times Points","http://timesofindia.indiatimes.com/abouttimesrewards.cms",""
"1543754825-1017","https://timesofindia.indiatimes.com/topic/HIV/news","International Women's Day 2018: Social evils and stigma cannot crush her courage
08 Mar 2018","https://timesofindia.indiatimes.com/city/ahmedabad/social-evils-and-stigma-cannot-crush-her-courage/articleshow/63208854.cms","15","https://timesofindia.indiatimes.com/topic/HIV/news/15","","","","International Women's Day 2018: Social evils and stigma cannot crush her courage"
"1543754828-1028","https://timesofindia.indiatimes.com/topic/HIV/news","Unnao’s ‘HIV-peddling’ quack arrested
08 Feb 2018","https://timesofindia.indiatimes.com/city/kanpur/unnaos-hiv-peddling-quack-arrested/articleshow/62825227.cms","15","https://timesofindia.indiatimes.com/topic/HIV/news/15","","","","Groom goes missing from mass marriage function in Etawah"
"1543754816-1014","https://timesofindia.indiatimes.com/topic/HIV/news","NHRC notice to UP over HIV spreading among jail inmates
08 Mar 2018Taking suo motu cognizance of media reports that several prisoners have been detected with HIV over the past few months at district jails in the state, the National Human Rights Commission (NHRC) on Wednesday issued notice to the chief secretary and inspector general (prisons) of Uttar Pradesh seeking detailed reports in the matter within six weeks.","https://timesofindia.indiatimes.com/city/bareilly/nhrc-notice-to-up-over-hiv-spreading-among-jail-inmates/articleshow/63222152.cms","15","https://timesofindia.indiatimes.com/topic/HIV/news/15","","","","Blaming police inaction, disabled gangrape victim commits suicide"
"1543755696-1790","https://timesofindia.indiatimes.com/topic/HIV/news","An HIV-positive dream hits house hurdle in Kolkata
04 Mar 2018","https://timesofindia.indiatimes.com/city/kolkata/an-hiv-positive-dream-hits-house-hurdle-in-city/articleshow/63162870.cms","9","https://timesofindia.indiatimes.com/topic/HIV/news/9","","Know more about Times Points","http://timesofindia.indiatimes.com/abouttimesrewards.cms",""
"1543753858-533","https://timesofindia.indiatimes.com/topic/HIV/news","Woman accuses HIV +ve hubby of forcing himself on her, seeks help
01 Dec 2017","https://timesofindia.indiatimes.com/city/chandigarh/woman-accuses-hiv-ve-hubby-of-forcing-himself-on-her-seeks-help/articleshow/61871495.cms","19","https://timesofindia.indiatimes.com/topic/HIV/news/19","","","","MC removes quacks from footpaths"
"1543754810-1002","https://timesofindia.indiatimes.com/topic/HIV/news","25 acquire HIV as quack uses infected syringe
06 Feb 2018Unnao district health officials and police are on the lookout for a 'quack' who allegedly infected over two dozen people with HIV by reusing infected syringe and needle. While 25 of them have tested positive for HIV and are undergoing treatment in Kanpur, pathology reports of the remaining 13 are awaited.","https://timesofindia.indiatimes.com/city/kanpur/25-acquire-hiv-as-quack-uses-infected-syringe/articleshow/62798242.cms","15","https://timesofindia.indiatimes.com/topic/HIV/news/15","","","","Woman throws son from balcony, jumps to death"
"1543754219-732","https://timesofindia.indiatimes.com/topic/HIV/news","Drastic reduction in mother-child HIV transfer cases
08 Dec 2017","https://timesofindia.indiatimes.com/city/chandigarh/drastic-reduction-in-mother-child-hiv-transfer-cases/articleshow/61970391.cms","17","https://timesofindia.indiatimes.com/topic/HIV/news/17","","","","Install solar plant at house, or face the heat"
"1543755609-1707","https://timesofindia.indiatimes.com/topic/HIV/news","Chaos spread at department of Mathematics of AU
10 Aug 2018Chaos spread at department of Mathematics of Allahabad University when a group of unidentified persons arrived at the department and abused students of the department and threatened them of dire consequences.","https://timesofindia.indiatimes.com/home/education/news/chaos-spread-at-department-of-mathematics-of-au/articleshow/65347786.cms","9","https://timesofindia.indiatimes.com/topic/HIV/news/9","","","","Iswar Saran Degree College to open FDC"
"1543754847-1065","https://timesofindia.indiatimes.com/topic/HIV/news","Facing bias, transgenders demand separate hospital
13 Mar 2018","https://timesofindia.indiatimes.com/city/hyderabad/facing-bias-transgenders-demand-separate-hospital/articleshow/63277965.cms","14","https://timesofindia.indiatimes.com/topic/HIV/news/14","","","","Captor, captive, cops in a comedy of errors"
"1543755385-1400","https://timesofindia.indiatimes.com/topic/HIV/news","Photo: House-hunt end signals start of an HIV+ dream
18 Jun 2018","https://timesofindia.indiatimes.com/city/kolkata/house-hunt-end-signals-start-of-an-hiv-dream/articleshow/64627679.cms","12","https://timesofindia.indiatimes.com/topic/HIV/news/12","","","","Photo: House-hunt end signals start of an HIV+ dream"
"1543754844-1052","https://timesofindia.indiatimes.com/topic/HIV/news","No toilets, people with HIV stopped from open defecation
12 Feb 2018Stigma continues to haunt the people in Bangarmau town of Unnao which is under the spotlight after detection of about 58 people carrying HIV.","https://timesofindia.indiatimes.com/city/lucknow/no-toilets-people-with-hiv-stopped-from-open-defecation/articleshow/62879691.cms","14","https://timesofindia.indiatimes.com/topic/HIV/news/14","","Know more about Times Points","http://timesofindia.indiatimes.com/abouttimesrewards.cms",""
"1543753970-577","https://timesofindia.indiatimes.com/topic/HIV/news","Government’s treat-all policy not an instant hit with HIV patients
02 Dec 2017In the last six months, over 25,000 people living with HIV, including 9,400 from the state, have been added to the national programme under the treat-all policy. The process of initiating every HIV positive individual on antiretroviral treatment (ART), however, has been fraught with difficulties ranging from refusals and adherence issues to side-effects.","https://timesofindia.indiatimes.com/city/mumbai/govts-treat-all-policy-not-an-instant-hit-with-hiv-patients/articleshow/61887085.cms","18","https://timesofindia.indiatimes.com/topic/HIV/news/18","","Know more about Times Points","http://timesofindia.indiatimes.com/abouttimesrewards.cms",""
"1543754958-1114","https://timesofindia.indiatimes.com/topic/HIV/news","School life gets a little easier for HIV students
07 Aug 2017State board students up to Class X, who stay with HIV-positive parents or carry the virus themselves, will now be classified as “belonging to (a) disadvantaged group”, which will make them eligible for all facilities that students belonging to Scheduled Castes or Tribes get under the Right to Education Act.","https://timesofindia.indiatimes.com/city/kolkata/school-life-gets-a-little-easier-for-hiv-students/articleshow/59962525.cms","14","https://timesofindia.indiatimes.com/topic/HIV/news/14","","Know more about Times Points","http://timesofindia.indiatimes.com/abouttimesrewards.cms",""
"1543754966-1152","https://timesofindia.indiatimes.com/topic/HIV/news","Manipur government hospital reveals couple's HIV status in public
29 Mar 2018""When did do you get the HIV infection?"", ""When did you first get to know each other?"" and ""Did you have a love or arranged marriage?"" were allegedly some of the questions that the hospital staff of the Jawaharlal Nehru Institute of Medical Sciences asked the patient couple in public.","https://timesofindia.indiatimes.com/city/imphal/manipur-government-hospital-reveals-couples-hiv-status-in-public/articleshow/63527573.cms","14","https://timesofindia.indiatimes.com/topic/HIV/news/14","","","","Biren threatens to impose 'no work, no pay' on agitating workers"
"1543755439-1506","https://timesofindia.indiatimes.com/topic/HIV/news","Pinarayi Vijayan gets award, woos two US institutes for healthcare research
08 Jul 2018","https://timesofindia.indiatimes.com/city/thiruvananthapuram/pinarayi-vijayan-gets-award-woos-two-us-institutes-for-healthcare-research/articleshow/64902402.cms","11","https://timesofindia.indiatimes.com/topic/HIV/news/11","","","","Pinarayi Vijayan gets award, woos two US institutes for healthcare research"
"1543753709-461","https://timesofindia.indiatimes.com/topic/HIV/news","Infected syringe jabs and dialysis push 100 into HIV death jaws
08 Feb 2018","https://timesofindia.indiatimes.com/city/hyderabad/infected-syringe-jabs-and-dialysis-push-100-into-hiv-death-jaws/articleshow/62829489.cms","19","https://timesofindia.indiatimes.com/topic/HIV/news/19","","Know more about Times Points","http://timesofindia.indiatimes.com/abouttimesrewards.cms",""
"1543755553-1663","https://timesofindia.indiatimes.com/topic/HIV/news","Blood bank sealed in Jalandhar, records seized
06 Aug 2018","https://timesofindia.indiatimes.com/city/ludhiana/blood-bank-sealed-in-jalandhar-records-seized/articleshow/65285036.cms","10","https://timesofindia.indiatimes.com/topic/HIV/news/10","","","","Giaspura’s illegal occupants given deadline to vacate flats"
"1543755761-1808","https://timesofindia.indiatimes.com/topic/HIV/news","Alarm: Biomed stockpile disposed with civic waste in Hyderabad
27 Aug 2018","https://timesofindia.indiatimes.com/city/hyderabad/alarm-biomed-stockpile-disposed-with-civic-waste-in-hyderabad/articleshow/65557258.cms","9","https://timesofindia.indiatimes.com/topic/HIV/news/9","","","","Hyderabad: Kenyan bags top spot in women's run"
"1543755493-1591","https://timesofindia.indiatimes.com/topic/HIV/news","Non-alcoholic liver disease emerges as a big worry; 1 in 5 may have it in some form
20 Jul 2018","https://timesofindia.indiatimes.com/city/mumbai/non-alcoholic-liver-disease-emerges-as-a-big-worry-1-in-5-may-have-it-in-some-form/articleshow/65062233.cms","10","https://timesofindia.indiatimes.com/topic/HIV/news/10","","Know more about Times Points","http://timesofindia.indiatimes.com/abouttimesrewards.cms",""
"1543753941-550","https://timesofindia.indiatimes.com/topic/HIV/news","HIV+ patients lose match, win over discrimination
29 Oct 2017","https://timesofindia.indiatimes.com/city/allahabad/hiv-patients-lose-match-win-over-discrimination/articleshow/61325817.cms","19","https://timesofindia.indiatimes.com/topic/HIV/news/19","","","","GM NCR interacts with Gatiman Express passengers"
"1543753656-415","https://timesofindia.indiatimes.com/topic/HIV/news","3rd line of defence against HIV in place for patients in India
30 Jul 2016In the battle against HIV/AIDS, some have developed resistance to most combinations of drugs used in treatment, either due to poor adherence to the regimen or mutation in the virus.","https://timesofindia.indiatimes.com/life-style/health-fitness/health-news/3rd-line-of-defence-against-HIV-in-place-for-patients-in-India/articleshow/53462639.cms","20","https://timesofindia.indiatimes.com/topic/HIV/news/20","","","","Child malnutrition cases rising rapidly in Rajasthan, says activist"
"1543753955-558","https://timesofindia.indiatimes.com/topic/HIV/news","Kannur district panchayat launches year-long HIV awareness campaign
02 Dec 2017","https://timesofindia.indiatimes.com/city/kochi/kannur-district-panchayat-launches-year-long-hiv-awareness-campaign/articleshow/61890729.cms","18","https://timesofindia.indiatimes.com/topic/HIV/news/18","","Know more about Times Points","http://timesofindia.indiatimes.com/abouttimesrewards.cms",""
"1543754966-1153","https://timesofindia.indiatimes.com/topic/HIV/news","Manipur government hospital reveals couple's HIV status in public
29 Mar 2018""When did do you get the HIV infection?"", ""When did you first get to know each other?"" and ""Did you have a love or arranged marriage?"" were allegedly some of the questions that the hospital staff of the Jawaharlal Nehru Institute of Medical Sciences asked the patient couple in public.","https://timesofindia.indiatimes.com/city/imphal/manipur-government-hospital-reveals-couples-hiv-status-in-public/articleshow/63527573.cms","14","https://timesofindia.indiatimes.com/topic/HIV/news/14","","","","Government employees' stir continues in Manipur"
"1543756966-1977","https://timesofindia.indiatimes.com/topic/HIV/news","Hijra Habba: An event to mark struggle of the third gender
14 Sep 2018","https://timesofindia.indiatimes.com/city/delhi/hijra-habba-an-event-to-mark-struggle-of-the-third-gender/articleshow/65807144.cms","8","https://timesofindia.indiatimes.com/topic/HIV/news/8","","","","Delhi: Thief flees police custody, caught after long chase"
"1543754851-1077","https://timesofindia.indiatimes.com/topic/HIV/news","Rajya Sabha passes bill to ensure rights of HIV and AIDS patients
21 Mar 2017The HIV and AIDS (Prevention and Control) Bill, 2014, aimed at ensuring equal rights while seeking treatment, education and job by people living with HIV, was passed by the Rajya Sabha on Tuesday.","https://timesofindia.indiatimes.com/india/rajya-sabha-passes-bill-to-ensure-rights-of-hiv-and-aids-patients/articleshow/57756483.cms","14","https://timesofindia.indiatimes.com/topic/HIV/news/14","","","","RSS welcomes Supreme Court suggestion on Ayodhya dispute"
"1543754960-1119","https://timesofindia.indiatimes.com/topic/HIV/news","Cell phone-based tech to allow at-home blood testing
27 Mar 2018​​​Researchers at the University of South Florida in the US created a mobile version of the ""Enzyme Linked Immunosorbent Assay"" (ELISA), the gold standard technique used to detect the presence of an antibody or antigen.","https://timesofindia.indiatimes.com/home/science/cell-phone-based-tech-to-allow-at-home-blood-testing/articleshow/63487251.cms","14","https://timesofindia.indiatimes.com/topic/HIV/news/14","","","","Cell phone-based tech to allow at-home blood testing"
"1543754446-855","https://timesofindia.indiatimes.com/topic/HIV/news","5,000 people living with HIV fear in UP town
08 Feb 2018Prem Ganj, a settlement of about 5,000 people, is living under the shadow of an unknown fear.Deep Chand (name changed), sobbing inconsolably, is an embodiment of that mortifying scare.","https://timesofindia.indiatimes.com/city/lucknow/5000-living-in-fear-of-having-contracted-hiv-infection/articleshow/62828974.cms","16","https://timesofindia.indiatimes.com/topic/HIV/news/16","","Know more about Times Points","http://timesofindia.indiatimes.com/abouttimesrewards.cms",""
"1543754266-739","https://timesofindia.indiatimes.com/topic/HIV/news","Abbott ties up with Chennai-based YRGCARE to study HIV infection patterns in India
11 Jan 2018Multinational healthcare company Abbott has tied up with Chennai-based Y R Gaitonde Centre for AIDS Research and Education to study India's viral diversity to improve accuracy of diagnositc tests.","https://timesofindia.indiatimes.com/city/chennai/abbott-ties-up-with-chennai-based-yrgcare-to-study-hiv-infection-patterns-in-india/articleshow/62454441.cms","17","https://timesofindia.indiatimes.com/topic/HIV/news/17","","","","Abbott ties up with Chennai-based YRGCARE to study HIV infection patterns in India"
"1543754942-1101","https://timesofindia.indiatimes.com/topic/HIV/news","HIV screening for inmates in Rajasthan prisons to be strengthened
20 Feb 2018","https://timesofindia.indiatimes.com/city/jaipur/hiv-screening-for-inmates-in-rajasthan-prisons-to-be-strengthened/articleshow/63003478.cms","14","https://timesofindia.indiatimes.com/topic/HIV/news/14","","","","Jaipurites learn the art of acid-free cyanotype printmaking at JKK"
"1543755485-1574","https://timesofindia.indiatimes.com/topic/HIV/news","The Supreme Court blames prohibition for STDs in gays. But what does the data say?
18 Jul 2018A benchmark statement has been given by the apex court.","https://timesofindia.indiatimes.com/life-style/health-fitness/health-news/the-supreme-court-blames-prohibition-for-stds-in-gays-but-what-does-the-data-say/articleshow/65040384.cms","10","https://timesofindia.indiatimes.com/topic/HIV/news/10","","Know more about Times Points","http://timesofindia.indiatimes.com/abouttimesrewards.cms",""
"1543753731-483","https://timesofindia.indiatimes.com/topic/HIV/news","No toilet, HIV+ people being stopped from open defecation
12 Feb 2018","https://timesofindia.indiatimes.com/india/no-toilet-hiv-people-being-stopped-from-open-defecation/articleshow/62878443.cms","19","https://timesofindia.indiatimes.com/topic/HIV/news/19","","Know more about Times Points","http://timesofindia.indiatimes.com/abouttimesrewards.cms",""
"1543755821-1809","https://timesofindia.indiatimes.com/topic/HIV/news","IAVI, Serum join hands to develop antibody products for HIV, other diseases
22 Oct 2018New Delhi, Oct 22 () The International AIDS Vaccine Initiative (IAVI) and Serum Institute of India Monday announced a strategic partnership to develop and manufacture monoclonal antibody products for HIV and other global health challenges.","https://timesofindia.indiatimes.com/business/india-business/iavi-serum-join-hands-to-develop-antibody-products-for-hiv-other-diseases/articleshow/66321452.cms","9","https://timesofindia.indiatimes.com/topic/HIV/news/9","","","","IAVI, Serum join hands to develop antibody products for HIV, other diseases"
"1543753758-512","https://timesofindia.indiatimes.com/topic/HIV/news","‘22% boys, 29% girls in Bihar have sex before 15 years of age’
22 Nov 2017","https://timesofindia.indiatimes.com/city/patna/22-boys-29-girls-in-state-have-sex-before-15-yrs-of-age/articleshow/61744908.cms","19","https://timesofindia.indiatimes.com/topic/HIV/news/19","","","","Tejashwi prasad Yadav RJD’s CM face in 2020 assembly polls"
"1543754199-699","https://timesofindia.indiatimes.com/topic/HIV/news","‘Denied treatment’, HIV+ man goes on hunger strike
06 Dec 2017","https://timesofindia.indiatimes.com/city/ludhiana/denied-treatment-hiv-man-goes-on-hunger-strike/articleshow/61940655.cms","17","https://timesofindia.indiatimes.com/topic/HIV/news/17","","Know more about Times Points","http://timesofindia.indiatimes.com/abouttimesrewards.cms",""
"1543754206-720","https://timesofindia.indiatimes.com/topic/HIV/news","New way to stop HIV in its tracks found
04 Dec 2017Researchers have discovered the protein that helps HIV to evade the body's defence system, an advance that may help stop the deadly virus in its tracks. When HIV-1 infects an immune cell, the virus travels to the nucleus so quickly there is not enough time to set off the cell's alarm system.","https://timesofindia.indiatimes.com/home/science/new-way-to-stop-hiv-in-its-tracks-found/articleshow/61915442.cms","17","https://timesofindia.indiatimes.com/topic/HIV/news/17","","","","HIV directly impacts brain in early stages: Study"
"1543753758-514","https://timesofindia.indiatimes.com/topic/HIV/news","‘22% boys, 29% girls in Bihar have sex before 15 years of age’
22 Nov 2017","https://timesofindia.indiatimes.com/city/patna/22-boys-29-girls-in-state-have-sex-before-15-yrs-of-age/articleshow/61744908.cms","19","https://timesofindia.indiatimes.com/topic/HIV/news/19","","","","Schoolteachers asked to keep a watch on open defecation"
"1543754828-1023","https://timesofindia.indiatimes.com/topic/HIV/news","Unnao’s ‘HIV-peddling’ quack arrested
08 Feb 2018","https://timesofindia.indiatimes.com/city/kanpur/unnaos-hiv-peddling-quack-arrested/articleshow/62825227.cms","15","https://timesofindia.indiatimes.com/topic/HIV/news/15","","Know more about Times Points","http://timesofindia.indiatimes.com/abouttimesrewards.cms",""
"1543758358-2068","https://timesofindia.indiatimes.com/topic/HIV/news","Karnataka has third highest number of HIV patients
15 Sep 2018","https://timesofindia.indiatimes.com/city/guwahati/karnataka-has-third-highest-number-of-hiv-patients/articleshow/65816916.cms","7","https://timesofindia.indiatimes.com/topic/HIV/news/7","","Know more about Times Points","http://timesofindia.indiatimes.com/abouttimesrewards.cms",""
"1543755176-1238","https://timesofindia.indiatimes.com/topic/HIV/news","Man jabbed syringe with HIV+ mother's blood into his wife
20 Sep 2017","https://timesofindia.indiatimes.com/city/mumbai/man-jabbed-syringe-with-hiv-moms-blood-into-his-wife/articleshow/60754379.cms","13","https://timesofindia.indiatimes.com/topic/HIV/news/13","","","","Garba struggles to stay alive as old-timers leave scene"
"1543755354-1359","https://timesofindia.indiatimes.com/topic/HIV/news","More horror hubs: Rehab home inmates cry torture
18 Jun 2018","https://timesofindia.indiatimes.com/city/hyderabad/more-horror-hubs-rehab-home-inmates-cry-torture/articleshow/64627110.cms","12","https://timesofindia.indiatimes.com/topic/HIV/news/12","","Know more about Times Points","http://timesofindia.indiatimes.com/abouttimesrewards.cms",""
"1543754813-1006","https://timesofindia.indiatimes.com/topic/HIV/news","NHRC notice to UP govt over spread of HIV among prisoners in jails
07 Mar 2018","https://timesofindia.indiatimes.com/city/lucknow/nhrc-notice-to-up-govt-over-spread-of-hiv-among-prisoners-in-jails/articleshow/63205052.cms","15","https://timesofindia.indiatimes.com/topic/HIV/news/15","","Know more about Times Points","http://timesofindia.indiatimes.com/abouttimesrewards.cms",""
"1543756665-1940","https://timesofindia.indiatimes.com/topic/HIV/news","RIP Prejudice: Now, they tell their story with pride
07 Sep 2018The Supreme Court on Thursday flung the 1860-colonial law that criminalised homosexuality and wrote a new freedom song for lakhs of members of the LGBT community. Freedom to love anyone, from fear of persecution…There are still many stern battles to be fought and won for LGBT rights, but voices are getting louder and stronger…","https://timesofindia.indiatimes.com/india/r-i-p-prejudice-now-they-tell-their-story-with-pride/articleshow/65713866.cms","8","https://timesofindia.indiatimes.com/topic/HIV/news/8","","Know more about Times Points","http://timesofindia.indiatimes.com/abouttimesrewards.cms",""
"1543755419-1470","https://timesofindia.indiatimes.com/topic/HIV/news","Meet doctors in old Delhi who treat poor free of cost
01 Jul 2018","https://timesofindia.indiatimes.com/city/delhi/meet-doctors-in-old-delhi-who-treat-poor-free-of-cost/articleshow/64817038.cms","11","https://timesofindia.indiatimes.com/topic/HIV/news/11","","Know more about Times Points","http://timesofindia.indiatimes.com/abouttimesrewards.cms",""
"1543756544-1892","https://timesofindia.indiatimes.com/topic/HIV/news","UN chief welcomes SC decision to decriminalise gay sex
06 Sep 2018","https://timesofindia.indiatimes.com/india/un-chief-welcomes-sc-decision-to-decriminalise-gay-sex/articleshow/65710487.cms","8","https://timesofindia.indiatimes.com/topic/HIV/news/8","","Know more about Times Points","http://timesofindia.indiatimes.com/abouttimesrewards.cms",""
"1543754638-924","https://timesofindia.indiatimes.com/topic/HIV/news","66% rise in HIV patients in state in 8 yrs
19 Jan 2018​ Dehradun: Uttarakhand has registered a 66% increase in HIV patients in just eight years, according to the 15th HIV Sentinel Surveillance (HSS), a biennial exercise conducted by the National AIDS Control Organization (NACO). Data from HSS 2016-17 revealed that while the hill state had 4,243 people living with HIV in 2007, the number rose to 7,059 in 2015. In the same time period, Sikkim recorded a 176% rise in HIV patients, Tripura (136%), Assam (95%), Delhi (70%), Chandigarh (69%), Haryana (47%), and Punjab (58%).","https://timesofindia.indiatimes.com/city/dehradun/66-rise-in-hiv-patients-in-state-in-8-yrs/articleshow/62573889.cms","15","https://timesofindia.indiatimes.com/topic/HIV/news/15","","","","RSS-run school accountant accused of funds embezzlement"
"1543754284-751","https://timesofindia.indiatimes.com/topic/HIV/news","After blood transfusion at government hospital, 6-year-old tests HIV+
13 Jan 2018The family found out about their child contracting HIV earlier this month after blood tests at Civil Hospital, Roorkee, where he was being treated for the blood disorder since August 2017, revealed the infection","https://timesofindia.indiatimes.com/city/dehradun/after-blood-transfusion-at-government-hospital-6-year-old-tests-hiv/articleshow/62478692.cms","17","https://timesofindia.indiatimes.com/topic/HIV/news/17","","Know more about Times Points","http://timesofindia.indiatimes.com/abouttimesrewards.cms",""
"1543754172-670","https://timesofindia.indiatimes.com/topic/HIV/news","Government, KGMU agree to disagree on HIV data
01 Dec 2017","https://timesofindia.indiatimes.com/city/lucknow/government-kgmu-agree-to-disagree-on-hiv-data/articleshow/61874106.cms","17","https://timesofindia.indiatimes.com/topic/HIV/news/17","","Know more about Times Points","http://timesofindia.indiatimes.com/abouttimesrewards.cms",""
"1543755609-1702","https://timesofindia.indiatimes.com/topic/HIV/news","Chaos spread at department of Mathematics of AU
10 Aug 2018Chaos spread at department of Mathematics of Allahabad University when a group of unidentified persons arrived at the department and abused students of the department and threatened them of dire consequences.","https://timesofindia.indiatimes.com/home/education/news/chaos-spread-at-department-of-mathematics-of-au/articleshow/65347786.cms","9","https://timesofindia.indiatimes.com/topic/HIV/news/9","","Know more about Times Points","http://timesofindia.indiatimes.com/abouttimesrewards.cms",""
"1543754725-974","https://timesofindia.indiatimes.com/topic/HIV/news","HIV positive woman marries twice, kills first husband with the help of second
23 Feb 2018In a sensational incident from Bhadohi district of Uttar Pradesh, an HIV infected woman (name withheld to protect identity) has been arrested for conspiring with her second husband to kill her first husband.","https://timesofindia.indiatimes.com/india/hiv-positive-women-marries-twice-kills-first-husband-with-the-help-of-second/articleshow/63043159.cms","15","https://timesofindia.indiatimes.com/topic/HIV/news/15","","Know more about Times Points","http://timesofindia.indiatimes.com/abouttimesrewards.cms",""
"1543754399-794","https://timesofindia.indiatimes.com/topic/HIV/news","29,444 people living with HIV: K K Shylaja
23 May 2017Health minister K K Shylaja informed the House that there are 29,444 people living with HIV in the state.","https://timesofindia.indiatimes.com/city/thiruvananthapuram/29444-people-living-with-hiv-k-k-shylaja/articleshow/58798836.cms","16","https://timesofindia.indiatimes.com/topic/HIV/news/16","","","","29,444 people living with HIV:  K K Shylaja"
